id;name;typ;untertyp;status;kapazitaet_max;kapazitaet_verfuegbar;auslastung_prozent;strasse;plz;ort;stadtteil;lat;lon;barrierefrei;stromversorgung_notstrom;wasser_verfuegbar;sanitaer_verfuegbar;betreiber;ansprechpartner;letzte_pruefung;prioritaet;hinweis
"NK-0626";"Notunterkunft Nord 626";"Notunterkunft";"Sporthalle";"aktiv";"209";"61";"71";"Musterstrasse 26";"73728";"Esslingen am Neckar";"Nord";"48.757806194200874";"9.276990070020311";"nein";"ja";"ja";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-11-22";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0627";"Notunterkunft Sued 627";"Notunterkunft";"Sporthalle";"aktiv";"48";"14";"71";"Musterstrasse 27";"73728";"Esslingen am Neckar";"Sued";"48.74184355990547";"9.274407613784044";"ja";"ja";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2025-07-18";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0628";"Notunterkunft Weststadt 628";"Notunterkunft";"Sporthalle";"aktiv";"80";"52";"35";"Musterstrasse 28";"73728";"Esslingen am Neckar";"Weststadt";"48.725214759819515";"9.27588652554954";"ja";"ja";"ja";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-04-24";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0629";"Notunterkunft Oberdorf 629";"Notunterkunft";"Sporthalle";"aktiv";"120";"24";"80";"Musterstrasse 29";"73728";"Esslingen am Neckar";"Oberdorf";"48.70082364215773";"9.281088827219742";"ja";"nein";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-07-22";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0630";"Notunterkunft Pliensauvorstadt 630";"Notunterkunft";"Sporthalle";"aktiv";"221";"137";"38";"Musterstrasse 30";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.710075342324004";"9.304748686506747";"ja";"ja";"ja";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2026-01-09";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0631";"Notunterkunft Zell 631";"Notunterkunft";"Sporthalle";"aktiv";"130";"99";"24";"Musterstrasse 31";"73728";"Esslingen am Neckar";"Zell";"48.70316740951279";"9.327252740572682";"nein";"ja";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-12-05";"hoch";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0632";"Notunterkunft Obertal 632";"Notunterkunft";"Sporthalle";"aktiv";"188";"147";"22";"Musterstrasse 32";"73728";"Esslingen am Neckar";"Obertal";"48.723616797843675";"9.336751245594472";"ja";"ja";"ja";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-11-28";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0633";"Notunterkunft Sulzgries 633";"Notunterkunft";"Sporthalle";"aktiv";"65";"9";"86";"Musterstrasse 33";"73728";"Esslingen am Neckar";"Sulzgries";"48.742127180658386";"9.3349927442754";"ja";"nein";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2025-09-17";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0634";"Notunterkunft Berkheim 634";"Notunterkunft";"Sporthalle";"aktiv";"145";"19";"87";"Musterstrasse 34";"73728";"Esslingen am Neckar";"Berkheim";"48.76968528755421";"9.351804348012035";"ja";"ja";"ja";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2026-01-15";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0635";"Notunterkunft Waldacker 635";"Notunterkunft";"Sporthalle";"aktiv";"208";"176";"15";"Musterstrasse 35";"73728";"Esslingen am Neckar";"Waldacker";"48.78537921317762";"9.329163982668954";"ja";"ja";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-06-27";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0636";"Notunterkunft Auenfeld 636";"Notunterkunft";"Sporthalle";"ausser Betrieb";"43";"0";"100";"Musterstrasse 36";"73728";"Esslingen am Neckar";"Auenfeld";"48.771896200803404";"9.304291707210494";"nein";"ja";"ja";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-09-23";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0637";"Notunterkunft Mitte 637";"Notunterkunft";"Sporthalle";"eingeschraenkt";"277";"223";"19";"Musterstrasse 37";"73728";"Esslingen am Neckar";"Mitte";"48.72267593207685";"9.293501025224678";"ja";"nein";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2026-02-11";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0638";"Notunterkunft Nord 638";"Notunterkunft";"Sporthalle";"eingeschraenkt";"194";"129";"34";"Musterstrasse 38";"73728";"Esslingen am Neckar";"Nord";"48.7204432332529";"9.304620083960423";"ja";"ja";"ja";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2026-05-12";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0639";"Notunterkunft Sued 639";"Notunterkunft";"Sporthalle";"ausser Betrieb";"49";"0";"100";"Musterstrasse 39";"73728";"Esslingen am Neckar";"Sued";"48.728656098127196";"9.312279431820269";"ja";"ja";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2026-05-10";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0640";"Notunterkunft Weststadt 640";"Notunterkunft";"Sporthalle";"geplant";"241";"101";"58";"Musterstrasse 40";"73728";"Esslingen am Neckar";"Weststadt";"48.72598784815582";"9.332340027728993";"ja";"ja";"ja";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-08-19";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0641";"Notunterkunft Oberdorf 641";"Notunterkunft";"Sporthalle";"aktiv";"39";"28";"28";"Musterstrasse 41";"73728";"Esslingen am Neckar";"Oberdorf";"48.74201182787526";"9.334510816317927";"nein";"nein";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-09-08";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0642";"Notunterkunft Pliensauvorstadt 642";"Notunterkunft";"Sporthalle";"aktiv";"240";"136";"43";"Musterstrasse 42";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.76090683387845";"9.337168382347135";"ja";"ja";"ja";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-04-06";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0643";"Notunterkunft Zell 643";"Notunterkunft";"Sporthalle";"aktiv";"59";"10";"83";"Musterstrasse 43";"73728";"Esslingen am Neckar";"Zell";"48.768849613444196";"9.319958534224288";"ja";"ja";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-07-09";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0644";"Notunterkunft Obertal 644";"Notunterkunft";"Sporthalle";"aktiv";"343";"60";"83";"Musterstrasse 44";"73728";"Esslingen am Neckar";"Obertal";"48.77823183485688";"9.304362336779986";"ja";"ja";"ja";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-07-09";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0645";"Notunterkunft Sulzgries 645";"Notunterkunft";"Sporthalle";"aktiv";"178";"135";"24";"Musterstrasse 45";"73728";"Esslingen am Neckar";"Sulzgries";"48.77333062384122";"9.286138873680892";"ja";"nein";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2025-10-24";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0646";"Notunterkunft Berkheim 646";"Notunterkunft";"Sporthalle";"aktiv";"193";"92";"52";"Musterstrasse 46";"73728";"Esslingen am Neckar";"Berkheim";"48.75968852185963";"9.273182123955936";"nein";"ja";"ja";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2026-04-23";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0647";"Notunterkunft Waldacker 647";"Notunterkunft";"Sporthalle";"aktiv";"274";"56";"80";"Musterstrasse 47";"73728";"Esslingen am Neckar";"Waldacker";"48.741468083277105";"9.258377575009055";"ja";"ja";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2026-03-17";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0648";"Notunterkunft Auenfeld 648";"Notunterkunft";"Sporthalle";"ausser Betrieb";"314";"0";"100";"Musterstrasse 48";"73728";"Esslingen am Neckar";"Auenfeld";"48.714602870167454";"9.258422661070014";"ja";"ja";"ja";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-08-21";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0649";"Notunterkunft Mitte 649";"Notunterkunft";"Sporthalle";"aktiv";"192";"90";"53";"Musterstrasse 49";"73728";"Esslingen am Neckar";"Mitte";"48.7419";"9.32203114156276";"ja";"nein";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-11-03";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0650";"Notunterkunft Nord 650";"Notunterkunft";"Sporthalle";"aktiv";"255";"33";"87";"Musterstrasse 50";"73728";"Esslingen am Neckar";"Nord";"48.7562772320445";"9.329448456908974";"ja";"ja";"ja";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-06-04";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0651";"Notunterkunft Sued 651";"Notunterkunft";"Sporthalle";"aktiv";"313";"122";"61";"Musterstrasse 51";"73728";"Esslingen am Neckar";"Sued";"48.770130258050905";"9.32082849373316";"nein";"ja";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2025-10-04";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0652";"Notunterkunft Weststadt 652";"Notunterkunft";"Sporthalle";"aktiv";"119";"86";"28";"Musterstrasse 52";"73728";"Esslingen am Neckar";"Weststadt";"48.768248252181515";"9.304526154266258";"ja";"ja";"ja";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2026-05-06";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0653";"Notunterkunft Oberdorf 653";"Notunterkunft";"Sporthalle";"aktiv";"53";"38";"28";"Musterstrasse 53";"73728";"Esslingen am Neckar";"Oberdorf";"48.78141214425582";"9.281590355841391";"ja";"nein";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-11-13";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0654";"Notunterkunft Pliensauvorstadt 654";"Notunterkunft";"Sporthalle";"aktiv";"91";"59";"35";"Musterstrasse 54";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.761673855676484";"9.269978196628054";"ja";"ja";"ja";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-06-03";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0655";"Notunterkunft Zell 655";"Notunterkunft";"Sporthalle";"aktiv";"255";"79";"69";"Musterstrasse 55";"73728";"Esslingen am Neckar";"Zell";"48.74164216431811";"9.258602310896647";"ja";"ja";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-06-14";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0656";"Notunterkunft Obertal 656";"Notunterkunft";"Sporthalle";"eingeschraenkt";"128";"69";"46";"Musterstrasse 56";"73728";"Esslingen am Neckar";"Obertal";"48.72186336635631";"9.270413793567682";"nein";"ja";"ja";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2026-02-16";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0657";"Notunterkunft Sulzgries 657";"Notunterkunft";"Sporthalle";"eingeschraenkt";"220";"169";"23";"Musterstrasse 57";"73728";"Esslingen am Neckar";"Sulzgries";"48.71655230231143";"9.290217010666359";"ja";"nein";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2025-07-27";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0658";"Notunterkunft Berkheim 658";"Notunterkunft";"Sporthalle";"eingeschraenkt";"49";"21";"57";"Musterstrasse 58";"73728";"Esslingen am Neckar";"Berkheim";"48.69873424347384";"9.304962947080446";"ja";"ja";"ja";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2026-03-18";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0659";"Notunterkunft Waldacker 659";"Notunterkunft";"Sporthalle";"ausser Betrieb";"52";"0";"100";"Musterstrasse 59";"73728";"Esslingen am Neckar";"Waldacker";"48.70966106569193";"9.323616925626416";"ja";"ja";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2026-05-08";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0660";"Notunterkunft Auenfeld 660";"Notunterkunft";"Sporthalle";"ausser Betrieb";"302";"0";"100";"Musterstrasse 60";"73728";"Esslingen am Neckar";"Auenfeld";"48.72407077662385";"9.336227314595446";"ja";"ja";"ja";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2026-02-27";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0661";"Notunterkunft Mitte 661";"Notunterkunft";"Sporthalle";"aktiv";"337";"39";"88";"Musterstrasse 61";"73728";"Esslingen am Neckar";"Mitte";"48.77840779875651";"9.283522168867522";"nein";"nein";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-08-18";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0662";"Notunterkunft Nord 662";"Notunterkunft";"Sporthalle";"aktiv";"32";"16";"50";"Musterstrasse 62";"73728";"Esslingen am Neckar";"Nord";"48.755380450428994";"9.28120066966749";"ja";"ja";"ja";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-06-04";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0663";"Notunterkunft Sued 663";"Notunterkunft";"Sporthalle";"aktiv";"221";"93";"58";"Musterstrasse 63";"73728";"Esslingen am Neckar";"Sued";"48.74184132791103";"9.27321361794322";"ja";"ja";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2026-05-11";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0664";"Notunterkunft Weststadt 664";"Notunterkunft";"Sporthalle";"aktiv";"234";"43";"82";"Musterstrasse 64";"73728";"Esslingen am Neckar";"Weststadt";"48.721626634650285";"9.269711754359117";"ja";"ja";"ja";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-05-16";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0665";"Notunterkunft Oberdorf 665";"Notunterkunft";"Sporthalle";"aktiv";"227";"76";"67";"Musterstrasse 65";"73728";"Esslingen am Neckar";"Oberdorf";"48.72525666436858";"9.29507373330487";"ja";"nein";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2026-01-09";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0666";"Notunterkunft Pliensauvorstadt 666";"Notunterkunft";"Sporthalle";"aktiv";"288";"160";"44";"Musterstrasse 66";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.70688648481479";"9.30476358501998";"nein";"ja";"ja";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-07-28";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0667";"Notunterkunft Zell 667";"Notunterkunft";"Sporthalle";"aktiv";"40";"28";"30";"Musterstrasse 67";"73728";"Esslingen am Neckar";"Zell";"48.722428535340725";"9.315987878578438";"ja";"ja";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-07-19";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0668";"Notunterkunft Obertal 668";"Notunterkunft";"Sporthalle";"aktiv";"128";"42";"67";"Musterstrasse 68";"73728";"Esslingen am Neckar";"Obertal";"48.730900587449064";"9.323942608110784";"ja";"ja";"ja";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2026-03-15";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0669";"Notunterkunft Sulzgries 669";"Notunterkunft";"Sporthalle";"aktiv";"339";"70";"79";"Musterstrasse 69";"73728";"Esslingen am Neckar";"Sulzgries";"48.742135661779265";"9.33612736788262";"ja";"nein";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2025-11-18";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0670";"Notunterkunft Berkheim 670";"Notunterkunft";"Sporthalle";"aktiv";"46";"10";"78";"Musterstrasse 70";"73728";"Esslingen am Neckar";"Berkheim";"48.75487237815892";"9.326638737298032";"ja";"ja";"ja";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-05-12";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0671";"Notunterkunft Waldacker 671";"Notunterkunft";"Sporthalle";"aktiv";"66";"43";"35";"Musterstrasse 71";"73728";"Esslingen am Neckar";"Waldacker";"48.776834826611";"9.324336752638779";"nein";"ja";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-06-08";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0672";"Notunterkunft Auenfeld 672";"Notunterkunft";"Sporthalle";"ausser Betrieb";"247";"0";"100";"Musterstrasse 72";"73728";"Esslingen am Neckar";"Auenfeld";"48.79843577563234";"9.30401894068216";"ja";"ja";"ja";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-05-14";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0673";"Notunterkunft Mitte 673";"Notunterkunft";"Sporthalle";"aktiv";"346";"38";"89";"Musterstrasse 73";"73728";"Esslingen am Neckar";"Mitte";"48.73132470374925";"9.298494375176064";"ja";"nein";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-08-02";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0674";"Notunterkunft Nord 674";"Notunterkunft";"Sporthalle";"aktiv";"241";"204";"15";"Musterstrasse 74";"73728";"Esslingen am Neckar";"Nord";"48.69960420140949";"9.304639589708689";"ja";"ja";"ja";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-10-25";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0675";"Notunterkunft Sued 675";"Notunterkunft";"Sporthalle";"aktiv";"55";"11";"80";"Musterstrasse 75";"73728";"Esslingen am Neckar";"Sued";"48.7095790349993";"9.323341202515087";"ja";"ja";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2025-03-29";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0676";"Notunterkunft Weststadt 676";"Notunterkunft";"Sporthalle";"eingeschraenkt";"31";"8";"74";"Musterstrasse 76";"73728";"Esslingen am Neckar";"Weststadt";"48.72163428492876";"9.339929696670124";"nein";"ja";"ja";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-09-25";"niedrig";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0677";"Notunterkunft Oberdorf 677";"Notunterkunft";"Sporthalle";"eingeschraenkt";"32";"23";"28";"Musterstrasse 77";"73728";"Esslingen am Neckar";"Oberdorf";"48.74201545005786";"9.335479648447132";"ja";"nein";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2026-02-26";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0678";"Notunterkunft Pliensauvorstadt 678";"Notunterkunft";"Sporthalle";"eingeschraenkt";"86";"10";"88";"Musterstrasse 78";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.7660509024921";"9.34598279060158";"ja";"ja";"ja";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-04-27";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0679";"Notunterkunft Zell 679";"Notunterkunft";"Sporthalle";"ausser Betrieb";"88";"0";"100";"Musterstrasse 79";"73728";"Esslingen am Neckar";"Zell";"48.77769861183511";"9.32500156183279";"ja";"ja";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-05-11";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0680";"Notunterkunft Obertal 680";"Notunterkunft";"Sporthalle";"geplant";"320";"141";"56";"Musterstrasse 80";"73728";"Esslingen am Neckar";"Obertal";"48.79282594341236";"9.304266870012446";"ja";"ja";"ja";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-11-26";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0681";"Notfall-Anlaufstelle Sulzgries 681";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"281";"87";"69";"Musterstrasse 81";"73728";"Esslingen am Neckar";"Sulzgries";"48.77532836153659";"9.284965480237194";"nein";"nein";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2026-01-19";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0682";"Notfall-Anlaufstelle Berkheim 682";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"312";"38";"88";"Musterstrasse 82";"73728";"Esslingen am Neckar";"Berkheim";"48.76046758702977";"9.271806148304952";"ja";"ja";"ja";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-11-19";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0683";"Notfall-Anlaufstelle Waldacker 683";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"49";"35";"29";"Musterstrasse 83";"73728";"Esslingen am Neckar";"Waldacker";"48.741418520454886";"9.253073511260329";"ja";"ja";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2025-12-22";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0684";"Notfall-Anlaufstelle Auenfeld 684";"Notfall-Anlaufstelle";"Buergerhaus";"ausser Betrieb";"116";"0";"100";"Musterstrasse 84";"73728";"Esslingen am Neckar";"Auenfeld";"48.719224209730555";"9.266240375409398";"ja";"ja";"ja";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-12-21";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0685";"Notfall-Anlaufstelle Mitte 685";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"62";"20";"68";"Musterstrasse 85";"73728";"Esslingen am Neckar";"Mitte";"48.7419";"9.348337632021309";"ja";"nein";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-07-04";"mittel";"Zugang ueber Nordseite, Schluessel im Stabsraum hinterlegt"
"NK-0686";"Notfall-Anlaufstelle Nord 686";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"285";"141";"51";"Musterstrasse 86";"73728";"Esslingen am Neckar";"Nord";"48.7532160546862";"9.324157763022754";"nein";"ja";"ja";"ja";"Feuerwehr";"Kommunaler Bereitschaftsdienst";"2025-09-27";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0687";"Notfall-Anlaufstelle Sued 687";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"138";"80";"42";"Musterstrasse 87";"73728";"Esslingen am Neckar";"Sued";"48.771955124941336";"9.321877539790115";"ja";"ja";"ja";"ja";"DRK";"Kommunaler Bereitschaftsdienst";"2026-02-15";"hoch";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0688";"Notfall-Anlaufstelle Weststadt 688";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"36";"14";"61";"Musterstrasse 88";"73728";"Esslingen am Neckar";"Weststadt";"48.782566581465346";"9.30448602456336";"ja";"ja";"ja";"ja";"Technisches Hilfswerk";"Amt fuer Bevoelkerungsschutz";"2025-05-05";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0689";"Notfall-Anlaufstelle Oberdorf 689";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"39";"5";"87";"Musterstrasse 89";"73728";"Esslingen am Neckar";"Oberdorf";"48.75648640654015";"9.296105699567493";"ja";"nein";"ja";"ja";"Gebaeudemanagement";"Kommunaler Bereitschaftsdienst";"2026-02-13";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0690";"Notfall-Anlaufstelle Pliensauvorstadt 690";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"288";"233";"19";"Musterstrasse 90";"73728";"Esslingen am Neckar";"Pliensauvorstadt";"48.754477449698065";"9.282578296317558";"ja";"ja";"ja";"ja";"Ordnungsamt";"Kommunaler Bereitschaftsdienst";"2025-12-31";"mittel";"Regelbetrieb nach kommunalem Notfallplan"
"NK-0691";"Notfall-Anlaufstelle Zell 691";"Notfall-Anlaufstelle";"Buergerhaus";"aktiv";"197";"108";"45";"Musterstrasse 91";"73728";"Esslingen am Neckar";"Zell";"48.74166436963135";"9.262563721851542";"nein";"ja";"ja";"ja";"Stadtverwaltung";"Amt fuer Bevoelkerungsschutz";"2025-10-19";"niedrig";"Regelbetrieb nach kommunalem Notfallplan"
